reference_id	former_id	id_bp	VFID	gene_host	gene_name	gene_description	gene_symbol	gene_accession_id	vfdb_number	protein_host	protein_name	protein_description	protein_symbol	protein_accession_id	protein_header	VF_Name	VF_FullName	Bacteria	VFCID	VFcategory	Characteristics	Structure	Function	Mechanism	Reference	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID02007	VFG004620(gb|WP_000794589) (fnbA) fibronectin-binding protein A [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	3057	VFG003530	Staphylococcus aureus subsp. aureus USA300_FPR3757	FnBPs (VF0010) - Adherence (VFC0001)	fibronectin-binding protein A	fnbA	gb|WP_000794589	3530.0	Yersinia enterocolitica subsp. enterocolitica 8081	Ysa TTSS (VF1025) - Effector delivery system (VFC0086)	hypothetical protein	YE_RS17800	gb|WP_011817137	VFG003530(gb|WP_011817137) (YE_RS17800) hypothetical protein [Ysa TTSS (VF1025) - Effector delivery system (VFC0086)] [Yersinia enterocolitica subsp. enterocolitica 8081]											3057	955	1754	0.5737649239999971	303556	42001.04592215568	618027.2725976214	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1263	24	130.28212527178212	1900.0309902125089	42.61763993188817	621.5345077567905
ID01181	VFG017224(gb|WP_000934419) (sdrD) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus str. Newman]	3948	VFG001959	Staphylococcus aureus subsp. aureus str. Newman	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrD	gb|WP_000934419	1959.0	Campylobacter jejuni subsp. jejuni NCTC 11168	Capsule (VF0323) - Immune modulation (VFC0258)	capsular polysaccharide heptosyltransferase	hddC	gb|YP_002344814	VFG001959(gb|YP_002344814) (hddC) capsular polysaccharide heptosyltransferase [Capsule (VF0323) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. jejuni NCTC 11168]											3948	510	3040	0.7700102309999973	391746	41970.500620390456	617577.8116585864	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1671	69	172.36851253297542	2513.8177233927963	43.659704289000864	636.7319461481247
ID23897	VFG004458(gb|WP_000037332) (cap8B) type 8 capsular polysaccharide synthesis protein Cap8B [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	687	VFG044111	Staphylococcus aureus subsp. aureus USA300_FPR3757	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8B	cap8B	gb|WP_000037332	44111.0	Bordetella pertussis Tohama I	Direct heme uptake system (VF0689) - Nutritional/Metabolic factor (VFC0272)	iron ABC transporter permease	BP_RS01745	gb|WP_003817862	VFG044111(gb|WP_003817862) (BP_RS01745) iron ABC transporter permease [Direct heme uptake system (VF0689) - Nutritional/Metabolic factor (VFC0272)] [Bordetella pertussis Tohama I]											687	179	642	0.9344975700000008	67935	41826.69653467905	615461.7965706446	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	287	37	29.60488515677076	431.7568441733888	43.092991494571706	628.4670220864465
ID22921	VFG004697(gb|WP_001039444) (splB) serine protease SplB [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MSSA476]	723	VFG042961	Staphylococcus aureus subsp. aureus MSSA476	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplB	splB	gb|WP_001039444	42961.0	Actinobacillus pleuropneumoniae serovar 5b str. L20	Type IV pili (VF1198) - Adherence (VFC0001)	type II secretion system F family protein	APL_RS04585	gb|WP_011848486	VFG042961(gb|WP_011848486) (APL_RS04585) type II secretion system F family protein [Type IV pili (VF1198) - Adherence (VFC0001)] [Actinobacillus pleuropneumoniae serovar 5b str. L20]											723	282	465	0.643153820000001	71113	41603.26602061188	612174.1129381955	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	302	29	31.152178806079338	454.3225328932522	43.08738424077363	628.3852460487583
ID10860	VFG018141(gb|WP_000240338) (essB) type VII secretion system protein EssB, monotopic membrane protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu3]	1335	VFG017773	Staphylococcus aureus subsp. aureus Mu3	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system protein EssB, monotopic membrane protein	essB	gb|WP_000240338	17773.0	Campylobacter jejuni subsp. doylei 269.97	LOS (VF0326) - Immune modulation (VFC0258)	D-glycero-beta-D-manno-heptose-7-phosphate kinase	rfaE1	gb|WP_011989861	VFG017773(gb|WP_011989861) (rfaE1) D-glycero-beta-D-manno-heptose-7-phosphate kinase [LOS (VF0326) - Immune modulation (VFC0258)] [Campylobacter jejuni subsp. doylei 269.97]											1335	417	1151	0.8621723199999941	131153	41554.08139837311	611450.3824389048	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	535	22	55.186806825339225	804.8428976751323	41.33843207890578	602.8785750375523
ID21811	VFG004452(gb|WP_000565301) (cap8C) type 8 capsular polysaccharide synthesis protein Cap8C [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MRSA252]	765	VFG041723	Staphylococcus aureus subsp. aureus MRSA252	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8C	cap8C	gb|WP_000565301	41723.0	Burkholderia cenocepacia J2315	T3SS (VF0704) - Effector delivery system (VFC0086)	type III secretion system export apparatus subunit SctR	sctR	gb|WP_006480865	VFG041723(gb|WP_006480865) (sctR) type III secretion system export apparatus subunit SctR [T3SS (VF0704) - Effector delivery system (VFC0086)] [Burkholderia cenocepacia J2315]											765	209	648	0.8470590500000013	74770	41341.16093535956	608317.3496739499	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	305	11	31.46163753594105	458.83567063722495	41.12632357639353	599.7851903754574
ID20349	VFG004839 (hlb) beta-hemolysin [-hemolysin (VF0002) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus Mu50]	831	VFG039660	Staphylococcus aureus subsp. aureus Mu50	-hemolysin (VF0002) - Exotoxin (VFC0235)	beta-hemolysin	hlb		39660.0	Coxiella burnetii RSA 331	T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)	Coxiella Dot/Icm type IVB secretion system translocated effector	cem13	gb|WP_012220035	VFG039660(gb|WP_012220035) (cem13) Coxiella Dot/Icm type IVB secretion system translocated effector  [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii RSA 331]											831	214	822	0.9891698500000004	81171	41315.84080192195	607944.7748328553	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	336	24	34.65937774451211	505.4714273249429	41.70803579363672	608.2688656136497
ID01293	VFG004482(gb|WP_001074556) (atl) glucosaminidase domain-containing protein [Autolysin alt (VF0997) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	3771	VFG002082	Staphylococcus aureus subsp. aureus USA300_FPR3757	Autolysin alt (VF0997) - Adherence (VFC0001)	glucosaminidase domain-containing protein	atl	gb|WP_001074556	2082.0	Vibrio cholerae O1 biovar El Tor str. N16961	VAS T6SS (VF0335) - Effector delivery system (VFC0086)	type VI secretion system protein VasE	vasE	gb|WP_000458007	VFG002082(gb|WP_000458007) (vasE) type VI secretion system protein VasE [VAS T6SS (VF0335) - Effector delivery system (VFC0086)] [Vibrio cholerae O1 biovar El Tor str. N16961]											3771	217	3748	0.9939007329999988	368019	41279.12009024837	607404.445400928	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1522	27	156.99872894984355	2289.665215442152	41.63318190131094	607.1771984731243
ID05613	VFG049728(gb|WP_000159018) (esaD) type VII secretion system secreted protein, a nuclease toxin EsaD [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus Mu50]	1845	VFG010043	Staphylococcus aureus subsp. aureus Mu50	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system secreted protein, a nuclease toxin EsaD	esaD	gb|WP_000159018	10043.0	Mycobacterium sp. JLS	Mce2 (VF0825) - Immune modulation (VFC0258)	virulence factor Mce family protein	mce2D	gb|WP_011557548	VFG010043(gb|WP_011557548) (mce2D) virulence factor Mce family protein [Mce2 (VF0825) - Immune modulation (VFC0258)] [Mycobacterium sp. JLS]											1845	342	1221	0.6617887350000033	176704	40510.41879085136	596093.3373778305	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	735	28	75.81738881612024	1105.7187472733126	41.0934356726939	599.3055540776762
ID23053	VFG004664(gb|WP_001038769) (splF) serine protease SplF [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	720	VFG043096	Staphylococcus aureus subsp. aureus USA300_FPR3757	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplF	splF	gb|WP_001038769	43096.0	Escherichia coli O157:H7 str. EDL933	Peritrichous flagella (VF1154) - Motility (VFC0204)	flagellar motor stator protein MotA	motA	gb|WP_000906325	VFG043096(gb|WP_000906325) (motA) flagellar motor stator protein MotA [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]											720	140	688	0.9555556299999998	68026	39963.09919955286	588039.7656911545	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	281	12	28.98596769704733	422.7305686854433	40.25828846812129	587.1257898408935
ID00018	VFG004507 (ebh) hyperosmolarity resistance protein Ebh [Cell wall associated fibronectin binding protein ebh (VF0995) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MSSA476]	26866	VF0477	Staphylococcus aureus subsp. aureus MSSA476	Cell wall associated fibronectin binding protein ebh (VF0995) - Immune modulation (VFC0258)	hyperosmolarity resistance protein Ebh	ebh		477.0	Bordetella pertussis Tohama I	Ptl type IV secretion system (VF0686) - Effector delivery system (VFC0086)	Ptl Type IV secretion system VirB6 homolog protein PtlA	ptlD	gb|WP_010931653	VFG000019(gb|WP_010931653) (ptlD) Ptl Type IV secretion system VirB6 homolog protein PtlA [Ptl type IV secretion system (VF0686) - Effector delivery system (VFC0086)] [Bordetella pertussis Tohama I]	MSHA type IV pili	Mannose-sensitive haemagglutinin type IV pili	Aeromonas hydrophila	VFC0001	Adherence	Homology to the mannose-sensitive hemagglutinin pilus of Vibrio cholerae		MSHA bundle-forming pilus is the major filamentous appendage responsible for tissue adherence and colonisation; essential for biofilm formation		Abstract(s) in PubMed	26866	799	16345	0.6083897219999973	2502306	39396.18150042104	579697.8163018196	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	10240	31	1056.285797927988	15404.843499426832	39.31682416169092	573.3954998670004
ID05791	VFG002972(gb|WP_000940768) (cap8D) type 8 capsular polysaccharide synthesis protein Cap8D [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MRSA252]	1824	VFG010299	Staphylococcus aureus subsp. aureus MRSA252	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8D	cap8D	gb|WP_000940768	10299.0	Mycobacterium smegmatis str. MC2 155	Mce5 (VF0828) - Others (VFC0346)	MCE family protein	mce5B	gb|WP_011727447	VFG010299(gb|WP_011727447) (mce5B) MCE family protein [Mce5 (VF0828) - Others (VFC0346)] [Mycobacterium smegmatis str. MC2 155]											1824	644	969	0.531249953999995	168581	39093.13636751788	575238.6378968521	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	701	11	72.31018987768746	1054.569852841622	39.64374445048655	578.1632965140471
ID20387	VFG017087 (hlb) beta-hemolysin [-hemolysin (VF0002) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus JH9]	831	VFG039723	Staphylococcus aureus subsp. aureus JH9	-hemolysin (VF0002) - Exotoxin (VFC0235)	beta-hemolysin	hlb		39723.0	Coxiella burnetii Dugway 5J108-111	T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)	Coxiella Dot/Icm type IVB secretion system translocated effector	cpeL	gb|WP_011996324	VFG039723(gb|WP_011996324) (cpeL) Coxiella Dot/Icm type IVB secretion system translocated effector [T4SS secreted effectors (VF0696) - Effector delivery system (VFC0086)] [Coxiella burnetii Dugway 5J108-111]											831	204	830	0.99879691	76502	38939.33120238303	572975.4612393971	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	314	28	32.390013725526195	472.3750838691431	38.97715249762479	568.441737507994
ID02322	VFG004625(gb|WP_000794580) (fnbA) fibronectin-binding protein A [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus MRSA252]	2898	VFG004271	Staphylococcus aureus subsp. aureus MRSA252	FnBPs (VF0010) - Adherence (VFC0001)	fibronectin-binding protein A	fnbA	gb|WP_000794580	4271.0	Salmonella enterica subsp. enterica serovar Typhi str. CT18	Stc (VF0955) - Adherence (VFC0001)	fimbrial biogenesis chaperone StcB	stcB	gb|WP_000698775	VFG004271(gb|WP_000698775) (stcB) fimbrial biogenesis chaperone StcB [Stc (VF0955) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]											2898	859	1496	0.5162179680000004	264921	38666.48796156217	568960.6906481185	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1092	81	112.64297766966436	1642.7821388060645	38.86921244639902	566.8675427212092
ID02169	VFG004603(gb|YP_499117) (sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus NCTC 8325]	2988	VFG003964	Staphylococcus aureus subsp. aureus NCTC 8325	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrC	gb|YP_499117	3964.0	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector SseF	sseF	gb|WP_000690725	VFG003964(gb|WP_000690725) (sseF) type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]											2988	245	2967	0.992971904	271373	38415.170525090725	565262.6629821754	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1131	22	116.66594115786664	1701.4529294777096	39.04482635805444	569.4286912576002
ID02414	VFG017222(gb|WP_001060502) (sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus str. Newman]	2844	VFG004394	Staphylococcus aureus subsp. aureus str. Newman	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrC	gb|WP_001060502	4394.0	Salmonella enterica subsp. enterica serovar Typhi str. CT18	Tcf (VF0964) - Adherence (VFC0001)	fimbrial protein TcfB	tcfB	gb|WP_000287810	VFG004394(gb|WP_000287810) (tcfB) fimbrial protein TcfB [Tcf (VF0964) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]											2844	256	2825	0.9933190810000015	254557	37859.26469269039	557082.7484615645	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1044	14	107.69163799187692	1570.5719349025012	37.866258084344906	552.240483439698
ID02413	VFG004609(gb|WP_001060500) (sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus COL]	2844	VFG004393	Staphylococcus aureus subsp. aureus COL	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrC	gb|WP_001060500	4393.0	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	Tcf (VF0964) - Adherence (VFC0001)	fimbrial chaperone TcfA	tcfA	gb|WP_001539136	VFG004393(gb|WP_001539136) (tcfA) fimbrial chaperone TcfA [Tcf (VF0964) - Adherence (VFC0001)] [Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67]											2844	279	2829	0.9947260040000032	249454	37100.31550753029	545915.1385926575	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1024	12	105.62857979279882	1540.4843499426831	37.1408508413498	541.6611638335736
ID02190	VFG004621(gb|WP_000794654) (fnbA) fibronectin-binding protein A [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus RF122]	2973	VFG003996	Staphylococcus aureus RF122	FnBPs (VF0010) - Adherence (VFC0001)	fibronectin-binding protein A	fnbA	gb|WP_000794654	3996.0	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector PipB	pipB	gb|WP_001123044	VFG003996(gb|WP_001123044) (pipB) type III secretion system effector PipB [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67]											2973	949	1729	0.5815676550000034	258378	36760.15600130835	540909.8381944689	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1100	86	113.4682009492956	1654.8171727899917	38.16622971722018	556.6152616178916
ID30226	VFG004708(gb|WP_000284457) (sspC) Staphostatin B [Staphopain (VF0006) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	330	VFG004708	Staphylococcus aureus subsp. aureus USA300_FPR3757	Staphopain (VF0006) - Exoenzyme (VFC0251)	Staphostatin B	sspC	gb|WP_000284457	4708.0																	330	120	328	0.9939387900000004	28431	36441.38866719369	536219.3143808185	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	120	34	12.37834919446861	180.52550975890816	37.51014907414731	547.0469992694187
ID23653	VFG004891(gb|WP_000769836) (set36) superantigen-like protein SSL7 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	696	VFG043828	Staphylococcus aureus subsp. aureus USA300_FPR3757	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL7	set36	gb|WP_000769836	43828.0	Bacillus thuringiensis str. NT0423	Insecticidal crystalline toxins (VF0658) - Exotoxin (VFC0235)	insecticidal crystal protein	icp	gb|AAB82749	VFG043828(gb|AAB82749) (icp) insecticidal crystal protein [Insecticidal crystalline toxins (VF0658) - Exotoxin (VFC0235)] [Bacillus thuringiensis str. NT0423]											696	237	506	0.727011320000002	59585	36211.3258795373	532834.0397034923	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	241	1	24.85985129889113	362.5553987658072	35.718177153579205	520.9129292612173
ID04706	VFG004758(gb|WP_000943842) (geh) glycerol ester hydrolase [Lipase (VF0012) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MRSA252]	2076	VFG008078	Staphylococcus aureus subsp. aureus MRSA252	Lipase (VF0012) - Exoenzyme (VFC0251)	glycerol ester hydrolase	geh	gb|WP_000943842	8078.0	Mycobacterium canettii CIPT 140070017	Phospholipase C (VF0320) - Exotoxin (VFC0235)	phospholipase C	plcD	gb|WP_041180820	VFG008078(gb|WP_041180820) (plcD) phospholipase C [Phospholipase C (VF0320) - Exotoxin (VFC0235)] [Mycobacterium canettii CIPT 140070017]											2076	366	1350	0.6502891129999991	176051	35869.710359880155	527807.3146956908	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	728	2	75.0953184464429	1095.1880925373764	36.1730821032962	527.5472507405474
ID02457	VFG004613(gb|WP_000841422) (fnbB) fibronectin-binding protein B [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	2823	VFG004492	Staphylococcus aureus subsp. aureus USA300_FPR3757	FnBPs (VF0010) - Adherence (VFC0001)	fibronectin-binding protein B	fnbB	gb|WP_000841422	4492.0	Staphylococcus aureus RF122	Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)	complement convertase inhibitor Efb	efb	gb|WP_000791585	VFG004492(gb|WP_000791585) (efb) complement convertase inhibitor Efb [Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]											2823	521	1217	0.4311016939999999	236751	35472.97939845657	521969.5897376484	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1020	92	105.2159681529832	1534.4668329507194	37.27097702904116	543.5589206343321
ID27628	VFG004494(gb|WP_000791581) (efb) complement convertase inhibitor Efb [Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]	498	VFG004494	Staphylococcus aureus subsp. aureus N315	Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)	complement convertase inhibitor Efb	efb	gb|WP_000791581	4494.0	Staphylococcus aureus subsp. aureus N315	Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)	complement convertase inhibitor Efb	efb	gb|WP_000791581	VFG004494(gb|WP_000791581) (efb) complement convertase inhibitor Efb [Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]											498	161	497	0.9979925100000004	41690	35409.457665818605	521034.8948434861	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	169	7	17.43284178220996	254.24009291046235	35.00570638997984	510.5222749206071
ID00866	VFG018161(gb|WP_000549309) (essC) type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MRSA252]	4449	VFG001299	Staphylococcus aureus subsp. aureus MRSA252	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase	essC	gb|WP_000549309	1299.0	Staphylococcus aureus subsp. aureus MW2	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8C	cap8C	gb|WP_000565297	VFG001299(gb|WP_000565297) (cap8C) type 8 capsular polysaccharide synthesis protein Cap8C [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MW2]											4449	629	2714	0.6100250479999966	371684	35336.87850275154	519966.9237676969	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1525	13	157.30818767970527	2294.1783531861247	35.35810017525405	515.6615763511182
ID15429	VFG017076(gb|WP_001056480) (set8) superantigen-like protein SSL3 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus JH9]	1071	VFG028233	Staphylococcus aureus subsp. aureus JH9	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL3	set8	gb|WP_001056480	28233.0	Mycobacterium tuberculosis str. Haarlem/NITR202	ESX-5 (VF0402) - Effector delivery system (VFC0086)	ESX-5 type VII secretion system protein EccB5	eccB5	gb|YP_007957857	VFG028233(gb|YP_007957857) (eccB5) ESX-5 type VII secretion system protein EccB5 [ESX-5 (VF0402) - Effector delivery system (VFC0086)] [Mycobacterium tuberculosis str. Haarlem/NITR202]											1071	194	880	0.8216618510000003	89462	35331.80744377173	519892.3053223305	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	382	75	39.40441160239175	574.6728727325244	36.79216769597736	536.5759782749994
ID01517	VFG004593(gb|WP_000610303) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus COL]	3501	VFG002313	Staphylococcus aureus subsp. aureus COL	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrE	gb|WP_000610303	2313.0	Yersinia enterocolitica subsp. enterocolitica 8081	Type IV pili (VF0401) - Adherence (VFC0001)	type IV pilus biogenesis protein PilQ	pilQ	gb|WP_011817103	VFG002313(gb|WP_011817103) (pilQ) type IV pilus biogenesis protein PilQ [Type IV pili (VF0401) - Adherence (VFC0001)] [Yersinia enterocolitica subsp. enterocolitica 8081]											3501	326	2261	0.6458154539999993	291778	35251.463759084814	518710.0826603156	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1248	24	128.73483162247356	1877.465301492645	36.77087449942118	536.2654388725065
ID01513	VFG017226(gb|WP_000610306) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus str. Newman]	3501	VFG002309	Staphylococcus aureus subsp. aureus str. Newman	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrE	gb|WP_000610306	2309.0	Yersinia enterocolitica subsp. enterocolitica 8081	Type IV pili (VF0401) - Adherence (VFC0001)	type IV pilus inner membrane platform protein PilM	pilM	gb|WP_011817107	VFG002309(gb|WP_011817107) (pilM) type IV pilus inner membrane platform protein PilM [Type IV pili (VF0401) - Adherence (VFC0001)] [Yersinia enterocolitica subsp. enterocolitica 8081]											3501	365	2595	0.7412167869999992	289159	34935.04653919488	514054.1397637046	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1241	25	128.01276125279622	1866.9346467567088	36.56462760719686	533.2575397762664
ID23045	VFG004667(gb|WP_001038752) (splF) serine protease SplF [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus N315]	720	VFG043088	Staphylococcus aureus subsp. aureus N315	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplF	splF	gb|WP_001038752	43088.0	Escherichia coli O157:H7 str. EDL933	Peritrichous flagella (VF1154) - Motility (VFC0204)	protein phosphatase CheZ	cheZ	gb|WP_000983602	VFG043088(gb|WP_000983602) (cheZ) protein phosphatase CheZ [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]											720	142	655	0.9097224100000002	59226	34793.38066610881	511969.5875521759	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	245	12	25.27246293870675	368.5729157577709	35.10064297042604	511.9068274413484
