reference_id	former_id	id_bp	tadb_id	gene_symbol	gene_geninfo_id	gene_refseq_id	dna_strand	start_locus	end_locus	gene_description	is_antisense_dna_strand	tadb_number	protein_symbol	protein_host	protein_geninfo_id	protein_refseq_id	protein_description	protein_header	Online Feature Type	Online Feature Replicon	Online Feature Strain	Online Feature Location	Online Feature Classification (toxin-antitoxin)	Online Feature Toxin	Online Feature Antitoxin	Online Feature Regulator	Online Feature Antitoxin (RNA)	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID07194	TADB|T760 gi|29140543|ref|NC_004631.1|:4732926-4733213 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t4578]	288.0	T760	t4578	29140543.0	NC_004631.1		4732926.0	4733213.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	760.0	t4578	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29144812	NP_808154.1	hypothetical protein t4578	TADB|T760 gi|29144812|ref|NP_808154.1| hypothetical protein t4578 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t4578]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4732926..4733502	-/RHH-COG2929	t4578 (95 a.a. | 4732926..4733213 | GeneID: 1067780)	t4579 (100 a.a. | 4733200..4733502 | GeneID: 1067612)			288	6	245	0.85069522	1125	8288.745804594948	7774018.60789094	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	6	4	3.1852002853939454	2973.240832507433	11.059723213173422	10323.752890650809
ID06763	TADB|AT1660 gi|56412276|ref|NC_006511.1|:4313834-4314127 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA4134]	294.0	AT1660	SPA4134	56412276.0	NC_006511.1		4313834.0	4314127.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	False	1660.0							2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	4313834..4314615	-/RHH-GNAT	SPA4135 (163 a.a. | 4314124..4314615 | GeneID: 3174715)	SPA4134 (97 a.a. | 4313834..4314127 | GeneID: 3175256)			294	5	252	0.8571425	1026	7405.0640069785395	6945213.03222518	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	5	2	2.6543335711616214	2477.700693756194	9.028345480141567	8427.55338012311
ID09930	TADB|AT5977 gi|198241740|ref|NC_011205.1|:c3242832-3242605 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A3369]	228.0	AT5977	SeD_A3369	198241740.0	NC_011205.1	c	3242832.0	3242605.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	True	5977.0							2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	3242207..3242832	-/AbrB-PIN	SeD_A3368 (133 a.a. | 3242207..3242608 | GeneID: 6875124)	SeD_A3369 (75 a.a. | 3242605..3242832 | GeneID: 6873286)			228	4	227	0.99561476	782	7277.80964962049	6825861.110310978	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	2	2.123466856929297	1982.1605550049555	9.313451126882882	8693.686644758576
ID01921	TADB|AT6087 gi|1109557564|ref|NC_003197.2|:c4240108-4239662 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM4030.S]	447.0																										447	5	325	0.7270686000000001	1153	5473.316603245373	5133426.229203474	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	5	2	2.6543335711616214	2477.700693756194	5.938106423180361	5542.954572161509
ID03234	TADB|T4803 gi|161612313|ref|NC_010102.1|:c3155940-3155542 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_03778]	399.0	T4803	SPAB_03778	161612313.0	NC_010102.1	c	3155940.0	3155542.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	True	4803.0	SPAB_03778	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161615979	YP_001589944.1	plasmid maintenance protein	TADB|T4803 gi|161615979|ref|YP_001589944.1| plasmid maintenance protein [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_03778]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	3155542..3156317	-/AbrB-PIN	SPAB_03778 (132 a.a. | 3155542..3155940 | GeneID: 5778226)	SPAB_03779 (125 a.a. | 3155940..3156317 | GeneID: 5778227)			399	5	247	0.61904817	1022	5435.090582325276	5097574.026114592	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	5	2	2.6543335711616214	2477.700693756194	6.6524650906306295	6209.776174827554
ID04258	TADB|T444 gi|1109557564|ref|NC_003197.2|:3978806-3979165 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM3777]	360.0	T444	STM3777	1109557564.0	NC_003197.2		3978806.0	3979165.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	False	444.0	STM3777	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16767061	NP_462676.1	addiction module toxin RelE	TADB|T444 gi|16767061|ref|NP_462676.1| addiction module toxin RelE [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM3777]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3978794..3979460	-/Xre-RelE	STM3777 (119 a.a. | 3978794..3979153 | GeneID: 1255301)	STM3778 (107 a.a. | 3979137..3979460 | GeneID: 1255302)			360	4	224	0.62222248	744	4385.299113684367	4112974.1114815	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	1	2.123466856929297	1982.1605550049555	5.898519047025825	5506.001541680432
ID06052	TADB|T5983 gi|198241740|ref|NC_011205.1|:c4267353-4267042 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A4420]	312.0	T5983	SeD_A4420	198241740.0	NC_011205.1	c	4267353.0	4267042.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	True	5983.0	SeD_A4420	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	198243910	YP_002217951.1	hypothetical protein SeD_A4420	TADB|T5983 gi|198243910|ref|YP_002217951.1| hypothetical protein SeD_A4420 [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853] [SeD_A4420]	2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	4266599..4267353	-/Xre-RelE	SeD_A4420 (103 a.a. | 4267042..4267353 | GeneID: 6873499)	SeD_A4419 (142 a.a. | 4266599..4267027 | GeneID: 6875620)			312	4	227	0.72756413	612	4162.225585568909	3903753.344024005	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	0	2.123466856929297	1982.1605550049555	6.805983515799029	6353.07870193896
ID01159	TADB|T1653 gi|56412276|ref|NC_006511.1|:2860531-2861055 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA2761]	525.0	T1653	SPA2761	56412276.0	NC_006511.1		2860531.0	2861055.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	False	1653.0	SPA2761	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	56414855	YP_151930.1	hypothetical protein SPA2761	TADB|T1653 gi|56414855|ref|YP_151930.1| hypothetical protein SPA2761 [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150] [SPA2761]	2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	2860250..2861055	-/RHH-GNAT	SPA2761 (174 a.a. | 2860531..2861055 | GeneID: 3175462)	SPA2760 (93 a.a. | 2860250..2860531 | GeneID: 3175461)			525	4	358	0.68190576	998	4033.666834522579	3783178.030653029	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	3	2.123466856929297	1982.1605550049555	4.044698775103423	3775.543914295153
ID04190	TADB|T752 gi|29140543|ref|NC_004631.1|:c3493621-3493259 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t3392]	363.0	T752	t3392	29140543.0	NC_004631.1	c	3493621.0	3493259.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	True	752.0	t3392	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29143714	NP_807056.1	hypothetical protein t3392	TADB|T752 gi|29143714|ref|NP_807056.1| hypothetical protein t3392 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t3392]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	3492921..3493621	higBA/COG5606-RelE	t3392 (120 a.a. | 3493259..3493621 | GeneID: 1068334)	t3391 (113 a.a. | 3492921..3493262 | GeneID: 1067012)			363	4	236	0.65013772	685	4004.17207794427	3755514.884517232	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	1	2.123466856929297	1982.1605550049555	5.849770955728091	5460.497396707866
ID07579	TADB|AT1653 gi|56412276|ref|NC_006511.1|:2860250-2860531 NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome [SPA2760]	282.0	AT1653	SPA2760	56412276.0	NC_006511.1		2860250.0	2860531.0	NC_006511.1 Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome	False	1653.0	SPA2760	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	56414854	YP_151929.1	hypothetical protein SPA2760	TADB|AT1653 gi|56414854|ref|YP_151929.1| hypothetical protein SPA2760 [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150] [SPA2760]	2.0	NC_006511	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC	2860250..2861055	-/RHH-GNAT	SPA2761 (174 a.a. | 2860531..2861055 | GeneID: 3175462)	SPA2760 (93 a.a. | 2860250..2860531 | GeneID: 3175461)			282	2	248	0.879432	391	2942.093262612538	2759390.6616150765	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	2	1.0617334284646485	991.0802775024777	3.7650121576760585	3514.4690691577225
ID05592	TADB|AT5964 gi|197247352|ref|NC_011149.1|:3903649-3903972 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B4004]	324.0	AT5964	SeAg_B4004	197247352.0	NC_011149.1		3903649.0	3903972.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	False	5964.0	SeAg_B4004	Salmonella enterica subsp. enterica serovar Agona str. SL483	197251777	YP_002148714.1	DNA-binding protein	TADB|AT5964 gi|197251777|ref|YP_002148714.1| DNA-binding protein [Salmonella enterica subsp. enterica serovar Agona str. SL483] [SeAg_B4004]	2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	3903306..3903972	-/Xre-RelE	SeAg_B4003 (119 a.a. | 3903306..3903665 | GeneID: 6793729)	SeAg_B4004 (107 a.a. | 3903649..3903972 | GeneID: 6792447)			324	2	207	0.6388891	390	2554.1616701566654	2395549.437690838	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	1	1.0617334284646485	991.0802775024777	3.2769550261254583	3058.889745378018
ID07248	TADB|T759 gi|29140543|ref|NC_004631.1|:4630646-4630930 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t4484]	285.0	T759	t4484	29140543.0	NC_004631.1		4630646.0	4630930.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	759.0							2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4630414..4630930	relBE/RHH-RelE	t4484 (94 a.a. | 4630646..4630930 | GeneID: 1068024)	t4483 (80 a.a. | 4630414..4630656 | GeneID: 1068025)			285	2	162	0.5684210000000001	246	1831.55107294797	1717812.617019438	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	0	1.0617334284646485	991.0802775024777	3.725380450753153	3477.4746579034304
ID10925	TADB|AT756 gi|29140543|ref|NC_004631.1|:4193136-4193303 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t4034]	168.0	AT756	t4034	29140543.0	NC_004631.1		4193136.0	4193303.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	756.0	t4034	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	29144301	NP_807643.1	hypothetical protein t4034	TADB|AT756 gi|29144301|ref|NP_807643.1| hypothetical protein t4034 [Salmonella enterica subsp. enterica serovar Typhi str. Ty2] [t4034]	2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4193136..4193895	-/YhfG-Fic	t4035 (200 a.a. | 4193293..4193895 | GeneID: 1070972)	t4034 (55 a.a. | 4193136..4193303 | GeneID: 1070075)			168	1	144	0.857143	144	1818.7876508368345	1705841.7973886405	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	3.1599209180495493	2949.6436830430885
ID03213	TADB|T439 gi|1109557564|ref|NC_003197.2|:c3195560-3195162 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM3033]	399.0	T439	STM3033	1109557564.0	NC_003197.2	c	3195560.0	3195162.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	True	439.0	STM3033	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16766335	NP_461950.1	VapC toxin family PIN domain ribonuclease	TADB|T439 gi|16766335|ref|NP_461950.1| VapC toxin family PIN domain ribonuclease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM3033]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3195156..3195781	vapBC/AbrB-PIN	STM3033 (132 a.a. | 3195156..3195554 | GeneID: 1254556)	STM3034 (75 a.a. | 3195554..3195781 | GeneID: 1254557)			399	2	191	0.478697	329	1749.6524477348494	1640999.857721821	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	2	1.0617334284646485	991.0802775024777	2.660986036252252	2483.910469931022
ID05489	TADB|AT444 gi|1109557564|ref|NC_003197.2|:3979149-3979472 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM3778]	324.0	AT444	STM3778	1109557564.0	NC_003197.2		3979149.0	3979472.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	False	444.0	STM3778	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16767062	NP_462677.1	transcriptional regulator	TADB|AT444 gi|16767062|ref|NP_462677.1| transcriptional regulator [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM3778]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3978794..3979460	-/Xre-RelE	STM3777 (119 a.a. | 3978794..3979153 | GeneID: 1255301)	STM3778 (107 a.a. | 3979137..3979460 | GeneID: 1255302)			324	1	254	0.783951	254	1663.479651845623	1560178.3517268533	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	1.6384775130627292	1529.444872689009
ID01148	TADB|T5976 gi|198241740|ref|NC_011205.1|:3090370-3090894 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A3212]	525.0	T5976	SeD_A3212	198241740.0	NC_011205.1		3090370.0	3090894.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	False	5976.0	SeD_A3212	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	198244173	YP_002216871.1	GNAT family acetyltransferase	TADB|T5976 gi|198244173|ref|YP_002216871.1| GNAT family acetyltransferase [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853] [SeD_A3212]	2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	3090089..3090894	-/RHH-GNAT	SeD_A3212 (174 a.a. | 3090370..3090894 | GeneID: 6874237)	SeD_A3211 (93 a.a. | 3090089..3090370 | GeneID: 6871555)			525	2	227	0.4323805	410	1657.1176374291156	1554211.415398539	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	1	1.0617334284646485	991.0802775024777	2.022349387551712	1887.7719571475768
ID01120	TADB|T750 gi|29140543|ref|NC_004631.1|:2883849-2884376 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t2805]	528.0	T750	t2805	29140543.0	NC_004631.1		2883849.0	2884376.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	750.0							2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	2883562..2884376	-/RHH-GNAT	t2805 (175 a.a. | 2883849..2884376 | GeneID: 1068833)	t2804 (96 a.a. | 2883562..2883852 | GeneID: 1068831)			528	3	221	0.4185603	389	1563.3076935696652	1466227.0247125216	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	3	0	1.5926001426969727	1486.6204162537165	3.016288149047297	2815.5689701774936
ID10193	TADB|AT5980 gi|198241740|ref|NC_011205.1|:c3768300-3768079 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A3930]	222.0	AT5980	SeD_A3930	198241740.0	NC_011205.1	c	3768300.0	3768079.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	True	5980.0							2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	3767714..3768300	-/PHD-Fic	SeD_A3929 (122 a.a. | 3767714..3768082 | GeneID: 6873784)	SeD_A3930 (73 a.a. | 3768079..3768300 | GeneID: 6873427)			222	1	156	0.702703	156	1491.0781641995668	1398482.914976273	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	2.39129150555101	2232.1627871677424
ID09441	TADB|AT759 gi|29140543|ref|NC_004631.1|:4630414-4630656 NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome [t4483]	243.0	AT759	t4483	29140543.0	NC_004631.1		4630414.0	4630656.0	NC_004631.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	False	759.0							2.0	NC_004631	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4630414..4630930	relBE/RHH-RelE	t4484 (94 a.a. | 4630646..4630930 | GeneID: 1068024)	t4483 (80 a.a. | 4630414..4630656 | GeneID: 1068025)			243	2	138	0.567901	170	1484.4700305184035	1392285.1432733077	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	2	1.0617334284646485	991.0802775024777	4.369273368167278	4078.5196605040232
ID04055	TADB|T5980 gi|198241740|ref|NC_011205.1|:c3768082-3767714 NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome [SeD_A3929]	369.0	T5980	SeD_A3929	198241740.0	NC_011205.1	c	3768082.0	3767714.0	NC_011205.1 Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853, complete genome	True	5980.0	SeD_A3929	Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	198244066	YP_002217516.1	death on curing protein	TADB|T5980 gi|198244066|ref|YP_002217516.1| death on curing protein [Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853] [SeD_A3929]	2.0	NC_011205	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853	3767714..3768300	-/PHD-Fic	SeD_A3929 (122 a.a. | 3767714..3768082 | GeneID: 6873784)	SeD_A3930 (73 a.a. | 3768079..3768300 | GeneID: 6873427)			369	2	123	0.33333303	245	1408.862159523564	1321372.485330406	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	0	1.0617334284646485	991.0802775024777	2.8773263644028417	2685.85441057582
ID00202	TADB|AT3127 gi|117622295|ref|NC_008563.1|:5067253-5068506 NC_008563.1 Escherichia coli APEC O1, complete genome [APECO1_1991]	1254.0	AT3127	APECO1_1991	117622295.0	NC_008563.1		5067253.0	5068506.0	NC_008563.1 Escherichia coli APEC O1, complete genome	False	3127.0	APECO1_1991	Escherichia coli APEC O1	117626748	YP_860071.1	nicotinamide-nucleotide adenylyltransferase	TADB|AT3127 gi|117626748|ref|YP_860071.1| nicotinamide-nucleotide adenylyltransferase [Escherichia coli APEC O1] [APECO1_1991]	2.0	NC_008563	Escherichia coli APEC O1 chromosome, complete genome.	5067253..5068930	-/Xre-RelE	APECO1_1990 (136 a.a. | 5068520..5068930 | GeneID: 4494744)	APECO1_1991 (417 a.a. | 5067253..5068506 | GeneID: 4494743)			1254	3	341	0.27193	734	1242.016341041953	1164887.713315103	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	4	2	2.123466856929297	1982.1605550049555	1.693354750342342	1580.670299047014
ID02295	TADB|AT5966 gi|197247352|ref|NC_011149.1|:c4160791-4160363 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B4263]	429.0	AT5966	SeAg_B4263	197247352.0	NC_011149.1	c	4160791.0	4160363.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	True	5966.0							2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	4160363..4161117	-/Xre-RelE	SeAg_B4264 (103 a.a. | 4160806..4161117 | GeneID: 6793696)	SeAg_B4263 (142 a.a. | 4160363..4160791 | GeneID: 6793597)			429	1	246	0.573427	246	1216.7646988115885	1141204.1861317945	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	1.2374515483270965	1155.1052185343565
ID04307	TADB|T4806 gi|161612313|ref|NC_010102.1|:3926888-3927247 NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome [SPAB_04695]	360.0	T4806	SPAB_04695	161612313.0	NC_010102.1		3926888.0	3927247.0	NC_010102.1 Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7, complete genome	False	4806.0	SPAB_04695	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	161616874	YP_001590839.1	hypothetical protein SPAB_04695	TADB|T4806 gi|161616874|ref|YP_001590839.1| hypothetical protein SPAB_04695 [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7] [SPAB_04695]	2.0	NC_010102	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	3926888..3927554	-/Xre-RelE	SPAB_04695 (119 a.a. | 3926888..3927247 | GeneID: 5779854)	SPAB_04696 (107 a.a. | 3927231..3927554 | GeneID: 5779855)			360	3	113	0.3138885999999999	205	1208.31494395873	1133279.1570614348	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	3	0	1.5926001426969727	1486.6204162537165	4.423889285269369	4129.501156260324
ID08455	TADB|AT441 gi|1109557564|ref|NC_003197.2|:c3680242-3679982 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome. [STM3517]	261.0	AT441	STM3517	1109557564.0	NC_003197.2	c	3680242.0	3679982.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome.	True	441.0	STM3517	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	16766805	NP_462420.1	antitoxin DinJ	TADB|AT441 gi|16766805|ref|NP_462420.1| antitoxin DinJ [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2] [STM3517]	2.0	NC_003197	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	3679693..3680231	relBE/RHH-RelE	STM3516 (91 a.a. | 3679693..3679968 | GeneID: 1255039)	STM3517 (86 a.a. | 3679971..3680231 | GeneID: 1255040)			261	1	140	0.536398	140	1138.1940599106624	1067512.746769392	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	2.0339720851813192	1898.6212212691144
ID06966	TADB|AT5967 gi|197247352|ref|NC_011149.1|:4162662-4162952 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B4268]	291.0	AT5967	SeAg_B4268	197247352.0	NC_011149.1		4162662.0	4162952.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	False	5967.0	SeAg_B4268	Salmonella enterica subsp. enterica serovar Agona str. SL483	197249639	YP_002148955.1	transcriptional regulator, XRE family	TADB|AT5967 gi|197249639|ref|YP_002148955.1| transcriptional regulator, XRE family [Salmonella enterica subsp. enterica serovar Agona str. SL483] [SeAg_B4268]	2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	4162530..4162952	-/Xre-RelE	SeAg_B4266 (43 a.a. | 4162530..4162661 | GeneID: 6797296)	SeAg_B4268 (96 a.a. | 4162662..4162952 | GeneID: 6797317)			291	1	141	0.484536	141	1028.1462837204786	964298.8854653998	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	1	1	0.5308667142323242	495.5401387512388	1.8242842413481928	1702.8870747465253
ID00854	TADB|T5963 gi|197247352|ref|NC_011149.1|:c3536972-3536370 NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome [SeAg_B3667]	603.0	T5963	SeAg_B3667	197247352.0	NC_011149.1	c	3536972.0	3536370.0	NC_011149.1 Salmonella enterica subsp. enterica serovar Agona str. SL483, complete genome	True	5963.0	SeAg_B3667	Salmonella enterica subsp. enterica serovar Agona str. SL483	197250868	YP_002148389.1	cell filamentation protein Fic	TADB|T5963 gi|197250868|ref|YP_002148389.1| cell filamentation protein Fic [Salmonella enterica subsp. enterica serovar Agona str. SL483] [SeAg_B3667]	2.0	NC_011149	Salmonella enterica subsp. enterica serovar Agona str. SL483	3536370..3537129	-/YhfG-Fic	SeAg_B3667 (200 a.a. | 3536370..3536972 | GeneID: 6797093)	SeAg_B3668 (55 a.a. | 3536962..3537129 | GeneID: 6795772)			603	2	139	0.23051437	277	974.7455099426816	914214.2744987766	1883712	2018	471271540	502475	0.0039970841438886	4.282032392620187e-06	0.0010712890293208	2	0	1.0617334284646485	991.0802775024777	1.7607519543360672	1643.5825497553528
