reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID02871	3126|vfid|32491|vsiid|53314|ssid|secreted_via_type_III_secretion_system_and_inserts_into_the_host_membrane	1782	3126	32491	53314	secreted_via_type_III_secretion_system_and_inserts_into_the_host_membrane				"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR>"	"<a href=""none"" target=""_blank"">STY3008</a>"	sipB 	STY3008 sipB |NP_806488	protein toxin	secreted via type III secretion system and inserts into the host membrane	causes macrophage apoptosis, is required for secretion of other virulence factors	Jan 6 2010 05:09PM	virulence factor	Yes	Yes	1782	55	1223	0.686307277	30711	36569.165059292005	460397.5016621544	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	123	10	65.29660585057589	825.5088960328593	36.64231529213013	463.2485387389783
ID12577	20425|vfid|45439|vsiid|66276|ssid|TrpR_binding_protein_WrbA_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	597	20425	45439	66276	TrpR_binding_protein_WrbA_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460092.1"" target=""_blank"">NP_460092.1</a>"	NP_460092.1	NP_460092|NP_460092	pathogenicity island	TrpR binding protein WrbA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:30AM	unknown	Yes	Yes	597	34	578	0.96817475	10272	36509.80101780339	459650.1218314797	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	44	0	23.35813542622227	295.3039953288277	39.12585498529693	494.6465583397449
ID10677	20552|vfid|45693|vsiid|66530|ssid|hypothetical_protein_STM0990_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	777	20552	45693	66530	hypothetical_protein_STM0990_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_459965.1"" target=""_blank"">NP_459965.1</a>"	NP_459965.1	NP_459965|NP_459965	pathogenicity island	hypothetical protein STM0990 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:52AM	unknown	Yes	Yes	777	40	772	0.99356417	13367	36504.10589900295	459578.42157627456	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	54	0	28.66680256854551	362.4185397217431	36.89421179992987	466.4331270550104
ID13463	20476|vfid|45541|vsiid|66378|ssid|3-hydroxydecanoyl-_acyl_carrier_protein__dehydratase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	519	20476	45541	66378	3-hydroxydecanoyl-_acyl_carrier_protein__dehydratase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460041.1"" target=""_blank"">NP_460041.1</a>"	NP_460041.1	NP_460041|NP_460041	pathogenicity island	3-hydroxydecanoyl-(acyl carrier protein) dehydratase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:39AM	unknown	Yes	Yes	519	33	494	0.95183069	8872	36272.95705445432	456668.31000086025	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	37	0	19.642068426596	248.3238142537869	37.845989261263966	478.4659234177012
ID05745	23769|vfid|61206|vsiid|82073|ssid|RecName:_Full=Multidrug_resistance_protein_mdtG	1215	23769	61206	82073	RecName:_Full=Multidrug_resistance_protein_mdtG				"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=Q8ZQ25"" target=""_blank"">Q8ZQ25</a>"	Q8ZQ25.1	Q8ZQ25|YCEE OR STM1154.	antibiotic resistance	RecName: Full=Multidrug resistance protein mdtG		Feb 8 2010 05:16PM	virulence factor	Yes	Yes	1215	61	1116	0.9185185400000002	20719	36184.3936027186	455553.3162116503	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	86	3	45.65453742397989	577.1850817790723	37.57575096623859	475.0494500239279
ID11673	20562|vfid|45713|vsiid|66550|ssid|cytidylate_kinase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	684	20562	45713	66550	cytidylate_kinase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_459955.1"" target=""_blank"">NP_459955.1</a>"	NP_459955.1	NP_459955|NP_459955	pathogenicity island	cytidylate kinase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:54AM	unknown	Yes	Yes	684	43	555	0.8114036400000002	11647	36131.56393398544	454888.2026533028	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	48	0	25.481602283151563	322.14981308599386	37.25380450753153	470.9792588976519
ID06443	20006|vfid|44601|vsiid|65438|ssid|putative_MFS_family_transporter_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1149	20006	44601	65438	putative_MFS_family_transporter_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455456.1"" target=""_blank"">NP_455456.1</a>"	NP_455456.1	NP_455456|NP_455456	pathogenicity island	putative MFS family transporter protein [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 08:11AM	unknown	Yes	Yes	1149	36	1080	0.9399478	19550	36104.01653858729	454541.3871873755	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	78	0	41.40760371012129	523.49344626474	36.03794926903507	455.6078731633943
ID02540	20481|vfid|45551|vsiid|66388|ssid|ABC_transporter_ATPase_component_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	1908	20481	45551	66388	ABC_transporter_ATPase_component_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460036.1"" target=""_blank"">NP_460036.1</a>"	NP_460036.1	NP_460036|NP_460036	pathogenicity island	ABC transporter ATPase component [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:40AM	unknown	Yes	Yes	1908	39	1872	0.9811322300000004	32328	35952.51312314572	452633.99351706647	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	132	0	70.0744062786668	885.9119859864832	36.72662802865136	464.3144580641945
ID01813	20559|vfid|45707|vsiid|66544|ssid|hypothetical_protein_STM0983_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	2265	20559	45707	66544	hypothetical_protein_STM0983_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_459958.1"" target=""_blank"">NP_459958.1</a>"	NP_459958.1	NP_459958|NP_459958	pathogenicity island	hypothetical protein STM0983 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:53AM	unknown	Yes	Yes	2265	64	1712	0.7558491389999997	38143	35733.48944526016	449876.5350424233	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	156	0	82.81520742024259	1046.98689252948	36.56300548355081	462.2458686664371
ID06114	23310|vfid|56676|vsiid|77543|ssid|multidrug_resistance_protein_D_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1185	23310	56676	77543	multidrug_resistance_protein_D_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_458139"" target=""_blank"">NP_458139</a>"	NP_458139.1	NP_458139|NP_458139	antibiotic resistance	multidrug resistance protein D [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Feb 8 2010 05:04PM	virulence factor	Yes	Yes	1185	60	888	0.7493677380000002	19911	35653.60990304999	448870.8697063991	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	83	3	44.06193728128292	557.0507184611977	37.18306943568179	470.0849944820234
ID04788	23902|vfid|57773|vsiid|78640|ssid|multidrug_efflux_protein_[Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7]	1374	23902	57773	78640	multidrug_efflux_protein_[Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7]	Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B_str._SPB7			"<a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_001588124"" target=""_blank"">YP_001588124</a>"	YP_001588124.1	YP_001588124|YP_001588124	antibiotic resistance	multidrug efflux protein [Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]		Feb 8 2010 05:20PM	virulence factor	Yes	Yes	1374	39	1147	0.8347890100000002	22925	35403.92385590017	445727.3789506956	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	96	15	50.963204566303126	644.2996261719877	37.091124138503005	468.9225809111993
ID05763	20540|vfid|45669|vsiid|66506|ssid|diaminopropionate_ammonia-lyase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	1215	20540	45669	66506	diaminopropionate_ammonia-lyase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_459977.1"" target=""_blank"">NP_459977.1</a>"	NP_459977.1	NP_459977|NP_459977	pathogenicity island	diaminopropionate ammonia-lyase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:50AM	unknown	Yes	Yes	1215	54	994	0.8181074150000002	20253	35370.554738928506	445307.269329338	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	84	0	44.59280399551524	563.7621729004893	36.701896292605134	464.0017883954644
ID00072	1498|vfid|1499|vsiid|1558|ssid|tRNA_36__Serine__of_Chromosome_1	22506	1498	1499	1558	tRNA_36__Serine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Ecoc23S.html"" target=""_blank"">Ecoc23S</a>"	Ecoc23S	Ecoc23S	pathogenicity island	tRNA 36 (Serine) of Chromosome 1		Oct 5 2010 06:31AM	unknown	No	Yes	22506	122	7304	0.3245357205999999	375140	35369.08672757272	445288.78739901446	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	1404	240	745.3368667821833	9422.88203276532	33.11725170097677	418.6831081829432
ID12140	20423|vfid|45435|vsiid|66272|ssid|putative_transcriptional_repressor_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	639	20423	45435	66272	putative_transcriptional_repressor_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460094.1"" target=""_blank"">NP_460094.1</a>"	NP_460094.1	NP_460094|NP_460094	pathogenicity island	putative transcriptional repressor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:30AM	unknown	Yes	Yes	639	27	634	0.99217402	10645	35348.71199846289	445032.27417635807	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	44	0	23.35813542622227	295.3039953288277	36.55420254494877	462.1345779793861
ID02538	19902|vfid|44393|vsiid|65230|ssid|ABC_transporter_ATPase_component_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1908	19902	44393	65230	ABC_transporter_ATPase_component_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455560.1"" target=""_blank"">NP_455560.1</a>"	NP_455560.1	NP_455560|NP_455560	pathogenicity island	ABC transporter ATPase component [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 07:28AM	unknown	Yes	Yes	1908	44	1462	0.76624758	30584	34012.98135852168	428215.7280910035	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	120	0	63.70400570787891	805.3745327149846	33.38784366241033	422.1040527856314
ID14623	19945|vfid|44479|vsiid|65316|ssid|putative_lipoprotein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	450	19945	44479	65316	putative_lipoprotein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455517.1"" target=""_blank"">NP_455517.1</a>"	NP_455517.1	NP_455517|NP_455517	pathogenicity island	putative lipoprotein [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 07:43AM	unknown	Yes	Yes	450	26	447	0.99333327	7165	33785.66467693386	425353.8625789122	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	30	1	15.926001426969728	201.34363317874616	35.39111428215495	447.43029595276926
ID04143	12279|vfid|50907|vsiid|71744|ssid|SubName:_Full=Phase-1_flagellin;_	1485	12279	50907	71744	SubName:_Full=Phase-1_flagellin;_			Phase-1_flagellin	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q54210"" target=""_blank"">Q54210</a>"	Q54210	SubName: Full=Phase-1 flagellin; |Name=fliC1;	virulence protein	SubName: Full=Phase-1 flagellin; 		Oct 3 2010 02:04AM	virulence factor	Yes	Yes	1485	36	1415	0.952861441	23626	33759.229996711256	425021.05594490806	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	86	1	45.65453742397989	577.1850817790723	30.7437962451043	388.67682274685006
ID04795	23854|vfid|57687|vsiid|78554|ssid|multidrug_efflux_protein_[Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150]	1374	23854	57687	78554	multidrug_efflux_protein_[Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150]	Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150			"<a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_150681"" target=""_blank"">YP_150681</a>"	YP_150681.1	YP_150681|YP_150681	antibiotic resistance	multidrug efflux protein [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]		Feb 8 2010 05:19PM	virulence factor	Yes	Yes	1374	46	1361	0.990538812	21855	33751.483353138414	424923.527457686	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	89	6	47.24713756667686	597.319445096947	34.38656300340383	434.73030938642427
ID07800	12090|vfid|50748|vsiid|71585|ssid|RecName:_Full=Surface_presentation_of_antigens_protein_spaN;_AltName:_Full=Invasion_protein_invJ;_	1011	12090	50748	71585	RecName:_Full=Surface_presentation_of_antigens_protein_spaN;_AltName:_Full=Invasion_protein_invJ;_		Surface_presentation_of_antigens_protein_spaN		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/SPAN_SALTY"" target=""_blank"">P40613</a>"	P40613	RecName: Full=Surface presentation of antigens protein spaN; AltName: Full=Invasion protein invJ; |Name=spaN; Synonyms=invJ; OrderedLocusNames=STM2892;	protein toxin	RecName: Full=Surface presentation of antigens protein spaN; AltName: Full=Invasion protein invJ; 		Apr 30 2011 06:21PM	virulence factor	Yes	Yes	1011	35	994	0.98318478	15793	33146.8502452461	417311.33363689465	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	66	15	35.0372031393334	442.9559929932416	34.655987279261524	438.1364915857978
ID11740	20416|vfid|45421|vsiid|66258|ssid|N-acetylmannosamine-6-phosphate_2-epimerase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	681	20416	45421	66258	N-acetylmannosamine-6-phosphate_2-epimerase_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460101.1"" target=""_blank"">NP_460101.1</a>"	NP_460101.1	NP_460101|NP_460101	pathogenicity island	N-acetylmannosamine-6-phosphate 2-epimerase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:28AM	unknown	Yes	Yes	681	32	659	0.9676947299999998	10618	33084.48627902559	416526.1854336169	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	42	0	22.29640199775762	281.88108645024465	32.740678410804136	413.9223002206235
ID13288	8148|vfid|47163|vsiid|68000|ssid|superoxide_dismutase_precursor_[Salmonella_typhimurium_LT2]	534	8148	47163	68000	superoxide_dismutase_precursor_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460019.1"" target=""_blank"">16764404</a>"	NP_460019.1	NP_460019|Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn)|NP_460019	virulence protein	superoxide dismutase precursor [Salmonella typhimurium LT2]		Jan 28 2010 02:10PM	virulence factor	Yes	Yes	534	28	533	0.99812776	8317	33048.6885905336	416075.5006471235	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	35	0	18.58033499813135	234.90090537520385	34.794634827961325	439.88933590862143
ID03315	29604|vfid|69932|vsiid|95244|ssid|SubName:_Full=Secretory_protein__Associated_with_virulence_;_Flags:_Precursor;_	1689	29604	69932	95244	SubName:_Full=Secretory_protein__Associated_with_virulence_;_Flags:_Precursor;_			Secretory_protein__Associated_with_virulence_	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/B5RDM2_SALG2"" target=""_blank"">B5RDM2</a>"	B5RDM2	SubName: Full=Secretory protein (Associated with virulence); Flags: Precursor; |Name=invG; OrderedLocusNames=SG2800;	virulence protein	SubName: Full=Secretory protein (Associated with virulence); Flags: Precursor; 		Oct 3 2010 05:19AM	virulence factor	Yes	Yes	1689	37	1658	0.98164582	26229	32951.931029859414	414857.3448831323	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	102	9	54.14840485169707	684.5683528077369	32.05944633019365	405.3098595664517
ID02938	20475|vfid|45539|vsiid|66376|ssid|putative_protease_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	1761	20475	45539	66376	putative_protease_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460042.1"" target=""_blank"">NP_460042.1</a>"	NP_460042.1	NP_460042|NP_460042	pathogenicity island	putative protease [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:39AM	unknown	Yes	Yes	1761	30	1717	0.975014109	27176	32745.75169354464	412261.5937583862	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	105	0	55.741004994394046	704.7027161256116	31.653040882676915	400.1719001281156
ID04032	19843|vfid|44276|vsiid|65113|ssid|sodium/proline_symporter__proline_permease__[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1509	19843	44276	65113	sodium/proline_symporter__proline_permease__[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455619.1"" target=""_blank"">NP_455619.1</a>"	NP_455619.1	NP_455619|NP_455619	pathogenicity island	sodium/proline symporter (proline permease) [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 06:54AM	unknown	Yes	Yes	1509	34	1327	0.879389981	22867	32155.016620477272	404824.3730467988	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	94	0	49.90147113783848	630.8767172934047	33.06923203302749	418.0760220632238
ID03374	19994|vfid|44577|vsiid|65414|ssid|30S_ribosomal_protein_S1_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1674	19994	44577	65414	30S_ribosomal_protein_S1_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455468.1"" target=""_blank"">NP_455468.1</a>"	NP_455468.1	NP_455468|NP_455468	pathogenicity island	30S ribosomal protein S1 [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 08:05AM	unknown	Yes	Yes	1674	34	1578	0.94265227	25284	32049.34177083927	403493.95063537714	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	102	0	54.14840485169707	684.5683528077369	32.34671735465775	408.9416683439289
ID19267	13390|vfid|47196|vsiid|68033|ssid|secretion_system_effector_[Salmonella_typhimurium_LT2]	243	13390	47196	68033	secretion_system_effector_[Salmonella_typhimurium_LT2]	Salmonella_typhimurium_LT2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16764746"" target=""_blank"">16764746</a>"	NP_460361.1	NP_460361|Secretion system effector|NP_460361	virulence protein	secretion system effector [Salmonella typhimurium LT2]		Jan 28 2010 02:11PM	virulence factor	Yes	Yes	243	18	242	0.99588454	3669	32038.3561292472	403355.6438970377	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	18	15	9.555600856181837	120.8061799072477	39.3234603135055	497.14477328085474
